---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.UpdData = 4
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.FileName = "..\Input\SampleBVH-output-euler-leftarm.txt"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.NumberFormat.Digits = 15
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.NumberFormat.Width = 23
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.NumberFormat.Style = ScientificNumber
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.NumberFormat.FormatStr = "%23.15e"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Values = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Search = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Format = 0
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SepSign = " "
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SepSpaceAutoOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.LineSepSign = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.TitleSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.ConstSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.VarSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.ColumnNamesOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.LinePrefix = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.ShortenNamesOnOff = Off
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.Header.ColumnIDString = "col"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularProtraction
col2  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularElevation
col3  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation
col4  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralFlexion
col5  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation
col6  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralAbduction
col7  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.ElbowFlexion
col8  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.ElbowPronation
col9  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.WristFlexion
col10  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularProtraction Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularElevation Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.GlenohumeralAbduction Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.ElbowFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.ElbowPronation Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.WristFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile6.WristAbduction
2.520200000000000e+000 -5.352988960113625e-001 2.048547725861076e-001 -5.235987755982980e-001 1.420038536706054e-001 -1.963939204763854e-001 1.452395010813374e-001 3.647710135038578e-001 5.051297783240858e-001 4.183358352038917e-001 3.180741124722680e-001
2.524232319865320e+000 -5.355342040440329e-001 2.053564931614276e-001 -5.235987755980232e-001 1.364760131924236e-001 -1.963370072426967e-001 1.446662483727131e-001 3.586592124904726e-001 5.118443613864179e-001 4.137638619219506e-001 3.168599849442838e-001
2.528264639730640e+000 -5.357737591787685e-001 2.058663785815631e-001 -5.235987755980387e-001 1.308981829595279e-001 -1.962007573826665e-001 1.441385997917717e-001 3.525824751626194e-001 5.183320720078803e-001 4.094559998748855e-001 3.157755266584428e-001
2.532296959595960e+000 -5.360181740578414e-001 2.063834867441439e-001 -5.235987755980602e-001 1.252714147883403e-001 -1.959782951783794e-001 1.436545883048420e-001 3.465432753328955e-001 5.245792763409295e-001 4.054311486161983e-001 3.148170391441087e-001
2.536329279461279e+000 -5.362684644764191e-001 2.069066606528440e-001 -5.235987755980838e-001 1.195975480578286e-001 -1.956618514718849e-001 1.432123620388607e-001 3.405440644317478e-001 5.305767471211335e-001 4.017046217616105e-001 3.139794175618046e-001
2.540361599326599e+000 -5.365259290063417e-001 2.074345851393367e-001 -5.235987755981089e-001 1.138791043516918e-001 -1.952431115388639e-001 1.428102624052162e-001 3.345873192089812e-001 5.363191670140902e-001 3.982881107266034e-001 3.132564766911120e-001
2.544393919191919e+000 -5.367921154178287e-001 2.079658301852678e-001 -5.235987755981346e-001 1.081191911990835e-001 -1.947135276507523e-001 1.424468036975666e-001 3.286755492791818e-001 5.418045680785503e-001 3.951897309979735e-001 3.126412702457446e-001
2.548426239057239e+000 -5.370687779934084e-001 2.084988905920733e-001 -5.235987755981597e-001 1.023214029641626e-001 -1.940646201137178e-001 1.421206448944778e-001 3.228112946334733e-001 5.470337368633116e-001 3.924141419314930e-001 3.121263835988267e-001
2.552458558922559e+000 -5.373578292539289e-001 2.090322203785262e-001 -5.235987755981828e-001 9.648972433619396e-002 -1.932882500271712e-001 1.418305575310637e-001 3.169971129271412e-001 5.520096238475969e-001 3.899627336538809e-001 3.117041883332400e-001
2.556490878787879e+000 -5.376612892685310e-001 2.095642615057267e-001 -5.235987755982043e-001 9.062844029614525e-002 -1.923768529729984e-001 1.415753928310591e-001 3.112355582179642e-001 5.567367860730925e-001 3.878338714970375e-001 3.113670512643582e-001
2.560523198653199e+000 -5.379812351649844e-001 2.100934661316547e-001 -5.235987755982230e-001 8.474205565199755e-002 -1.913236268449044e-001 1.413540503485752e-001 3.055291545569953e-001 5.612208851990448e-001 3.860231858393821e-001 3.111074947284575e-001
2.564555518518519e+000 -5.383197530239714e-001 2.106183118567135e-001 -5.235987755982394e-001 7.883522604469584e-002 -1.901226715702988e-001 1.411654496797107e-001 2.998803666200307e-001 5.654682550263629e-001 3.845238957130384e-001 3.109183095139610e-001
2.568587838383838e+000 -5.386788940459488e-001 2.111373115484752e-001 -5.235987755982532e-001 7.291270042087317e-002 -1.887690841174369e-001 1.410085064671787e-001 2.942915671456564e-001 5.694855412430638e-001 3.833271568844610e-001 3.107926264057002e-001
2.572620158249158e+000 -5.390606365375908e-001 2.116490204533899e-001 -5.235987755982638e-001 6.697927413055860e-002 -1.872590143980717e-001 1.408821136497292e-001 2.887650008707951e-001 5.732794105447346e-001 3.824224255548288e-001 3.107239544563529e-001
2.576652478114478e+000 -5.394668547638445e-001 2.121520414890183e-001 -5.235987755982718e-001 6.103975261185202e-002 -1.855896852490207e-001 1.407851285659779e-001 2.833027464571138e-001 5.768563296771457e-001 3.817978262962152e-001 3.107061925375346e-001
2.580684797979798e+000 -5.398992950667216e-001 2.126450278514165e-001 -5.235987755982794e-001 5.509892580566800e-002 -1.837593788476622e-001 1.407163660693877e-001 2.779066782694569e-001 5.802224156636336e-001 3.814405105833592e-001 3.107336183710250e-001
2.584717117845118e+000 -5.403595588949950e-001 2.131266830862426e-001 -5.235987755982827e-001 4.916155159789581e-002 -1.817673964602814e-001 1.406745970295874e-001 2.725784282964868e-001 5.833833484246250e-001 3.813369933280604e-001 3.108008600264014e-001
2.588749437710438e+000 -5.408490917988192e-001 2.135957603492829e-001 -5.235987755982849e-001 4.323234502046214e-002 -1.796140021117680e-001 1.406585507218186e-001 2.673193482689806e-001 5.863443281822048e-001 3.814734581662633e-001 3.109028571339897e-001
2.592781757575758e+000 -5.413691773315050e-001 2.140510623360772e-001 -5.235987755982865e-001 3.731597068490467e-002 -1.773003584657645e-001 1.406669193706547e-001 2.621304741658518e-001 5.891100634963108e-001 3.818360254103026e-001 3.110348185420810e-001
2.596814077441077e+000 -5.419209349217898e-001 2.144914428930134e-001 -5.235987755982863e-001 3.141703701921506e-002 -1.748284602225567e-001 1.406983635732671e-001 2.570124957236538e-001 5.916847808947755e-001 3.824109791626555e-001 3.111921813429933e-001
2.600846397306397e+000 -5.425053207015762e-001 2.149158119864245e-001 -5.235987755982849e-001 2.554009046371797e-002 -1.722010710974924e-001 1.407515177721006e-001 2.519657308698181e-001 5.940722441119959e-001 3.831849521385176e-001 3.113705762369912e-001
2.604878717171717e+000 -5.431231301638319e-001 2.153231456534781e-001 -5.235987755982825e-001 1.968960761744754e-002 -1.694216701525133e-001 1.408249951049719e-001 2.469901039847375e-001 5.962757701411124e-001 3.841450678019289e-001 3.115658037697094e-001
2.608911037037037e+000 -5.437750019182474e-001 2.157125006880922e-001 -5.235987755982785e-001 1.386998520822247e-002 -1.664944079436962e-001 1.409173913741150e-001 2.420851296059281e-001 5.982982400421267e-001 3.852790405786870e-001 3.117738218575383e-001
2.612943356902357e+000 -5.444614224855249e-001 2.160830322522447e-001 -5.235987755982747e-001 8.085529844100936e-003 -1.634240677840839e-001 1.410272884987816e-001 2.372499052897309e-001 6.001421137292466e-001 3.865752374526781e-001 3.119907398328394e-001
2.616975676767677e+000 -5.451827322368636e-001 2.164340132890932e-001 -5.235987755982710e-001 2.340449004794687e-003 -1.602160285168348e-001 1.411532577591019e-001 2.324831155958639e-001 6.018094551894222e-001 3.880227070422517e-001 3.122128142339830e-001
2.621007996632997e+000 -5.459391325285052e-001 2.167648558368811e-001 -5.235987755982652e-001 -3.361156883648686e-003 -1.568762284320335e-001 1.412938629102955e-001 2.277830457722653e-001 6.033019666470426e-001 3.896111833099123e-001 3.124364458234345e-001
2.625040316498317e+000 -5.467306943533375e-001 2.170751334485677e-001 -5.235987755982596e-001 -9.015301172026424e-003 -1.534111290445841e-001 1.414476637176467e-001 2.231476029531900e-001 6.046210316836803e-001 3.913310691591434e-001 3.126581787391861e-001
2.629072636363636e+000 -5.475573683345957e-001 2.173646016639641e-001 -5.235987755982530e-001 -1.461811578734618e-002 -1.498276771128007e-001 1.416132203483798e-001 2.185743438187220e-001 6.057677677955345e-001 3.931734015390660e-001 3.128747016363511e-001
2.633104956228956e+000 -5.484189945197298e-001 2.176332125381078e-001 -5.235987755982483e-001 -2.016585459483911e-002 -1.461332670545052e-001 1.417890976786633e-001 2.140605078406375e-001 6.067430797490930e-001 3.951297968911081e-001 3.130828508095299e-001
2.637137276094276e+000 -5.493153099949730e-001 2.178811210511751e-001 -5.235987755982425e-001 -2.565489703213597e-002 -1.423357080690768e-001 1.419738675761298e-001 2.096030561192720e-001 6.075476999096975e-001 3.971923767990064e-001 3.132796155788878e-001
2.641169595959596e+000 -5.502459532616296e-001 2.181086846025853e-001 -5.235987755982368e-001 -3.108175331611518e-002 -1.384431980026052e-001 1.421661076265589e-001 2.051987183342469e-001 6.081822077067983e-001 3.993536789592285e-001 3.134621464834300e-001
2.645201915824916e+000 -5.512104655966117e-001 2.183164586281183e-001 -5.235987755982314e-001 -3.644307140998526e-002 -1.344643025298307e-001 1.423643961991536e-001 2.008440496350585e-001 6.086470297095160e-001 4.016065637764221e-001 3.136277678340699e-001
2.649234235690236e+000 -5.522082904652006e-001 2.185051909360922e-001 -5.235987755982268e-001 -4.173564560732990e-002 -1.304079371539259e-001 1.425673052207201e-001 1.965354936734657e-001 6.089424256985239e-001 4.039441282424061e-001 3.137739974955419e-001
2.653266555555556e+000 -5.532387720458842e-001 2.186758162612235e-001 -5.235987755982234e-001 -4.695642678701439e-002 -1.262833507168613e-001 1.427733925167122e-001 1.922694444286680e-001 6.090684643885619e-001 4.063596357545423e-001 3.138985767702544e-001
2.657298875420875e+000 -5.543011535089875e-001 2.188294510220175e-001 -5.235987755982210e-001 -5.210253360294903e-002 -1.221001086314972e-001 1.429811951593971e-001 1.880423028863684e-001 6.090249932979055e-001 4.088464650479895e-001 3.139995099697372e-001
2.661331195286195e+000 -5.553945756673072e-001 2.189673866514901e-001 -5.235987755982199e-001 -5.717126260420136e-002 -1.178680715619289e-001 1.431892249071721e-001 1.838505293856155e-001 6.088116122702887e-001 4.113980776893078e-001 3.140751090910877e-001
2.665363515151515e+000 -5.565180768936714e-001 2.190910797812553e-001 -5.235987755982208e-001 -6.216009547652313e-002 -1.135973650471900e-001 1.433959668703213e-001 1.796906920849120e-001 6.084276611780971e-001 4.140080035844191e-001 3.141240382982439e-001
2.669395835016835e+000 -5.576705951340326e-001 2.192021386793159e-001 -5.235987755982225e-001 -6.706670288098060e-002 -1.092983379653293e-001 1.435998824687686e-001 1.755595095759957e-001 6.078722280543772e-001 4.166698444254207e-001 3.141453547122362e-001
2.673428154882155e+000 -5.588509723120013e-001 2.193023057250747e-001 -5.235987755982272e-001 -7.188894498373566e-002 -1.049815094376631e-001 1.437994171612609e-001 1.714538867044801e-001 6.071441803364073e-001 4.193772932208011e-001 3.141385434288712e-001
2.677460474747475e+000 -5.600579608017151e-001 2.193934355183689e-001 -5.235987755982323e-001 -7.662486892297826e-002 -1.006575047671021e-001 1.439930126349550e-001 1.673709451664894e-001 6.062422190173883e-001 4.221241661210780e-001 3.141035461505287e-001
2.681492794612795e+000 -5.612902312928235e-001 2.194774688894252e-001 -5.235987755982388e-001 -8.127270417663035e-002 -9.633698308548878e-002 1.441791227044557e-001 1.633080499499912e-001 6.051649505104052e-001 4.249044430125404e-001 3.140407846448743e-001
2.685525114478114e+000 -5.625463814687890e-001 2.195564038095534e-001 -5.235987755982454e-001 -8.583085724772288e-002 -9.203056067602708e-002 1.443562322829567e-001 1.592628309319773e-001 6.039109687214973e-001 4.277123140098613e-001 3.139511798460842e-001
2.689557434343434e+000 -5.638249453256932e-001 2.196322632178713e-001 -5.235987755982516e-001 -9.029790597767318e-002 -8.774873175693365e-002 1.445228792340379e-001 1.552332003927125e-001 6.024789454409443e-001 4.305422274420865e-001 3.138361636314425e-001
2.693589754208754e+000 -5.651244031973237e-001 2.197070581419585e-001 -5.235987755982550e-001 -9.467259224245228e-002 -8.350178540377184e-002 1.446776792215152e-001 1.512173704664522e-001 6.008677342703439e-001 4.333889328445966e-001 3.136976768015265e-001
2.697622074074074e+000 -5.664431924016713e-001 2.197827450486023e-001 -5.235987755982536e-001 -9.895381199633424e-002 -7.929971808630215e-002 1.448193535179511e-001 1.472138742284054e-001 5.990764914645381e-001 4.362475136270541e-001 3.135381480404785e-001
2.701654393939394e+000 -5.677797181328366e-001 2.198611789605920e-001 -5.235987755982419e-001 -1.031406032455298e-001 -7.515214501854362e-002 1.449467591706827e-001 1.432215903619085e-001 5.971048085410454e-001 4.391134079133137e-001 3.133604533886668e-001
2.705686713804714e+000 -5.691323640078984e-001 2.199440653077376e-001 -5.235987755982157e-001 -1.072321330724018e-001 -7.106821453089018e-002 1.450589203264910e-001 1.392397699426674e-001 5.949528479718768e-001 4.419824180068259e-001 3.131678584266731e-001
2.709719033670034e+000 -5.704995015687441e-001 2.200329127481899e-001 -5.235987755981675e-001 -1.112276839067374e-001 -6.705652735910157e-002 1.451550593217411e-001 1.352680656438993e-001 5.926214765016575e-001 4.448507084423552e-001 3.129639449144840e-001
2.713751353535354e+000 -5.718794980121807e-001 2.201289887944329e-001 -5.235987755980869e-001 -1.151266390959076e-001 -6.312506240082348e-002 1.452346263380293e-001 1.313065630413433e-001 5.901123907798375e-001 4.477147937848844e-001 3.127525248840545e-001
2.717783673400673e+000 -5.732707214908317e-001 2.202332810206673e-001 -5.235987755979616e-001 -1.189284689984895e-001 -5.928111316931407e-002 1.452973265156123e-001 1.273558098445181e-001 5.874282249317799e-001 4.505715204414704e-001 3.125375490705667e-001
2.721815993265993e+000 -5.746715436314535e-001 2.203464668983584e-001 -5.235987755977765e-001 -1.226327192442036e-001 -5.553123992416709e-002 1.453431431868739e-001 1.234168375336605e-001 5.845726284532753e-001 4.534180473012679e-001 3.123230182902654e-001
2.725848313131313e+000 -5.760803394157631e-001 2.204688939546196e-001 -5.235987755975093e-001 -1.262390017292900e-001 -5.188123959755453e-002 1.453723555860692e-001 1.194911726411713e-001 5.815503083762459e-001 4.562518273723866e-001 3.121129042354140e-001
2.729880632996633e+000 -5.774954849842940e-001 2.206005704455982e-001 -5.235987755971345e-001 -1.297469879596314e-001 -4.833613296414230e-002 1.453855494099467e-001 1.155808368312128e-001 5.783670354783931e-001 4.590705909697519e-001 3.119110833516882e-001
2.733912952861953e+000 -5.789153539354208e-001 2.207411665484684e-001 -5.235987755966212e-001 -1.331564045581990e-001 -4.490016871109255e-002 1.453836187977484e-001 1.116883340620372e-001 5.750296151271725e-001 4.618723318176601e-001 3.117212867359275e-001
2.737945272727273e+000 -5.803383122284422e-001 2.208900265606708e-001 -5.235987755959313e-001 -1.364670309634417e-001 -4.157684465386024e-002 1.453677581971022e-001 1.078166238220255e-001 5.715458221023710e-001 4.646552968988869e-001 3.115470686708444e-001
2.741977592592593e+000 -5.817627116501429e-001 2.210461917858073e-001 -5.235987755950153e-001 -1.396786981738940e-001 -3.836894362940260e-002 1.453394430693791e-001 1.039690831423294e-001 5.679243032379786e-001 4.674179782470258e-001 3.113917928960814e-001
2.746009912457912e+000 -5.831868825342947e-001 2.212084321804222e-001 -5.235987755938198e-001 -1.427912859607083e-001 -3.527857859717600e-002 1.453004002408116e-001 1.001494613370807e-001 5.641744590228595e-001 4.701591044708140e-001 3.112586315650176e-001
2.750042232323232e+000 -5.846091270216260e-001 2.213752842978611e-001 -5.235987755922773e-001 -1.458047160847140e-001 -3.230724293096637e-002 1.452525705221016e-001 9.636182842088156e-002 5.603063148653693e-001 4.728776323181347e-001 3.111505723186943e-001
2.754074552188552e+000 -5.860277140309931e-001 2.215450931298764e-001 -5.235987755903109e-001 -1.487189396991189e-001 -2.945586468167756e-002 1.451980672226168e-001 9.261051609226874e-002 5.563303882719630e-001 4.755727397224407e-001 3.110704308951086e-001
