---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.UpdData = 4
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.FileName = "..\Input\SampleBVH-output-euler-trunk.txt"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.NumberFormat.Width = 23
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%23.15e"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Values = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.SepSpaceAutoOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.ShortenNamesOnOff = Off
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.Header.ColumnIDString = "col"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
2.588749437710438e+000 2.425233241348793e+000 1.119741031679057e+000 -3.016611767196622e+000 9.455162559413353e-002 1.401848761433605e+000 6.403703598255091e-002 -4.323034979512848e-002 4.172466167225885e-002 2.047718159801021e-001
2.592781757575758e+000 2.425145106869290e+000 1.120157628356570e+000 -3.022349711252473e+000 9.174717150129122e-002 1.400748754908678e+000 6.145635016580688e-002 -4.299079566005058e-002 4.028808754194536e-002 2.068173437283160e-001
2.596814077441077e+000 2.425062082775297e+000 1.120528348763566e+000 -3.028080756525636e+000 8.887721566447671e-002 1.399644855942317e+000 5.882779885228563e-002 -4.276868688313328e-002 3.884987610107275e-002 2.088464997733528e-001
2.600846397306397e+000 2.424984148018446e+000 1.120852635334136e+000 -3.033805180472009e+000 8.595106719482375e-002 1.398537971017454e+000 5.616163537154030e-002 -4.256512437363073e-002 3.741228006189534e-002 2.108573138770849e-001
2.604878717171717e+000 2.424911296239464e+000 1.121130060031153e+000 -3.039523261772184e+000 8.297762718740240e-002 1.397429081818384e+000 5.346752499884922e-002 -4.238105912533735e-002 3.597731123324750e-002 2.128478416145583e-001
2.608911037037037e+000 2.424843533420069e+000 1.121360321041896e+000 -3.045235282561843e+000 7.996532419979496e-002 1.396319226858158e+000 5.075450495533842e-002 -4.221727946673613e-002 3.454677559902111e-002 2.148161867355267e-001
2.612943356902357e+000 2.424780875176513e+000 1.121543239250637e+000 -3.050941530652217e+000 7.692207680841469e-002 1.395209479807027e+000 4.803097076802167e-002 -4.207440414182330e-002 3.312230661483172e-002 2.167605259260328e-001
2.616975676767677e+000 2.424723343675653e+000 1.121678754581929e+000 -3.056642301801588e+000 7.385527748089701e-002 1.394100925173482e+000 4.530468305410969e-002 -4.195288036589207e-002 3.170539647570463e-002 2.186791355871660e-001
2.621007996632997e+000 2.424670964181258e+000 1.121766922282470e+000 -3.062337902037436e+000 7.077179280056747e-002 1.392994632535053e+000 4.258278952714113e-002 -4.185298566174804e-002 3.029742514683255e-002 2.205704196155033e-001
2.625040316498317e+000 2.424623761268326e+000 1.121807909133567e+000 -3.068028650009009e+000 6.767797638271600e-002 1.391891630099687e+000 3.987185861016115e-002 -4.177483266124047e-002 2.889968727241947e-002 2.224329374303138e-001
2.629072636363636e+000 2.424581754841954e+000 1.121801989371462e+000 -3.073714879352661e+000 6.457969342527893e-002 1.390792878115318e+000 3.717792311600709e-002 -4.171837684683329e-002 2.751341624074012e-002 2.242654316288605e-001
2.633104956228956e+000 2.424544956258270e+000 1.121749539844452e+000 -3.079396941036818e+000 6.148235764417166e-002 1.389699243179455e+000 3.450653321411121e-002 -4.168342729899051e-002 2.613980334661419e-002 2.260668541660635e-001
2.637137276094276e+000 2.424513364904959e+000 1.121651034029739e+000 -3.085075205649536e+000 5.839097985948084e-002 1.388611474614454e+000 3.186281703832068e-002 -4.166966001547019e-002 2.478001089255513e-002 2.278363900407100e-001
2.641169595959596e+000 2.424486965467048e+000 1.121507034996775e+000 -3.090750065624132e+000 5.531022502671578e-002 1.387530183228428e+000 2.925154672736800e-002 -4.167663323755843e-002 2.343518045064384e-002 2.295734784117039e-001
2.645201915824916e+000 2.424465725849085e+000 1.121318187735324e+000 -3.096421937409758e+000 5.224447366110369e-002 1.386455822095885e+000 2.667720784918108e-002 -4.170380432792594e-002 2.210643880879796e-002 2.312778316218303e-001
2.649234235690236e+000 2.424449595521810e+000 1.121085211210684e+000 -3.102091263543524e+000 4.919788407992526e-002 1.385388669194557e+000 2.414407028547340e-002 -4.175054748792535e-002 2.079490402143498e-002 2.329494522334710e-001
2.653266555555556e+000 2.424438504067710e+000 1.120808890322051e+000 -3.107758514526650e+000 4.617445322833207e-002 1.384328812250484e+000 2.165625875519120e-002 -4.181617141577000e-002 1.950169264888657e-002 2.345886475781894e-001
2.657298875420875e+000 2.424432359817926e+000 1.120490067861578e+000 -3.113424190411198e+000 4.317807493599216e-002 1.383276136236680e+000 1.921782085097319e-002 -4.189993640830391e-002 1.822792736113659e-002 2.361960411269743e-001
2.661331195286195e+000 2.424431048478642e+000 1.120129636589309e+000 -3.119088822045079e+000 4.021259425289440e-002 1.382230313758602e+000 1.683278991997650e-002 -4.200107088299507e-002 1.697474349380766e-002 2.377725801122579e-001
2.665363515151515e+000 2.424434431562641e+000 1.119728531567929e+000 -3.124752971957321e+000 3.728185637992441e-002 1.381190798688227e+000 1.450524053680806e-002 -4.211878728615741e-002 1.574329394330395e-002 2.393195388003635e-001
2.669395835016835e+000 2.424442344453322e+000 1.119287722899764e+000 -3.130417234894308e+000 3.438974934247485e-002 1.380156823846415e+000 1.223933522776553e-002 -4.225229710707384e-002 1.453475224120866e-002 2.408385166076159e-001
2.673428154882155e+000 2.424454594044246e+000 1.118808208980872e+000 -3.136082238040282e+000 3.154023964262664e-002 1.379127403564738e+000 1.003936104646260e-002 -4.240082468720476e-002 1.335031329445783e-002 2.423314303358032e-001
2.677460474747475e+000 2.424470956002974e+000 1.118291010361914e+000 -3.141748640948069e+000 2.873739978082132e-002 1.378101341715647e+000 7.909753988070332e-003 -4.256361963789430e-002 1.219119064825765e-002 2.438004999639885e-001
2.681492794612795e+000 2.424491171771623e+000 1.117737164299980e+000 -3.147417135180918e+000 2.598542634975389e-002 1.377077246035303e+000 5.855108678725864e-003 -4.273996749344854e-002 1.105860853380151e-002 2.452482271337522e-001
2.685525114478114e+000 2.424514945455526e+000 1.117147720088423e+000 -3.153088443674731e+000 2.328864618501883e-002 1.376053549768222e+000 3.880169521046918e-003 -4.292919768245846e-002 9.953786908921148e-003 2.466773653384417e-001
2.689557434343434e+000 2.424541940753228e+000 1.116523735243705e+000 -3.158763319872594e+000 2.065150657384622e-002 1.375028540930631e+000 1.989798535419389e-003 -4.313068777666464e-002 8.877918340496364e-003 2.480908815997798e-001
2.693589754208754e+000 2.424571778056395e+000 1.115866272614276e+000 -3.164442546701680e+000 1.807854671144179e-002 1.374000398717218e+000 1.889168396216064e-004 -4.334386363635283e-002 7.832136148326747e-003 2.494919100764180e-001
2.697622074074074e+000 2.424604031837232e+000 1.115176398492702e+000 -3.170126935424542e+000 1.557435038634684e-002 1.372967237028412e+000 -1.517580417684223e-003 -4.356819552256691e-002 6.817473407041414e-003 2.508836975473618e-001
2.701654393939394e+000 2.424638228458476e+000 1.114455181877814e+000 -3.175817324341531e+000 1.314348090894725e-002 1.371927155981661e+000 -3.124934551803917e-003 -4.380318994645283e-002 5.834812890849612e-003 2.522695399717319e-001
2.705686713804714e+000 2.424673844567993e+000 1.113703695087522e+000 -3.181514577294115e+000 1.079039942520705e-002 1.370878302026152e+000 -4.628657267735518e-003 -4.404837702245689e-002 4.884828920712522e-003 2.536527097111788e-001
2.709719033670034e+000 2.424710306237019e+000 1.112923015878551e+000 -3.187219581906748e+000 8.519368691347258e-003 1.369818936017504e+000 -6.024684612848282e-003 -4.430329371801826e-002 3.967922408715300e-003 2.550363742487567e-001
2.713751353535354e+000 2.424746988962485e+000 1.112114231101390e+000 -3.192933247471580e+000 6.334344971303476e-003 1.368747507794766e+000 -7.309547109873177e-003 -4.456746354958095e-002 3.084150160244595e-003 2.564235080297881e-001
2.717783673400673e+000 2.424783218625304e+000 1.111278441780482e+000 -3.198656502354706e+000 4.238860633881591e-003 1.367662735882928e+000 -8.480552279998875e-003 -4.484037285184241e-002 2.233149796839570e-003 2.578167990849735e-001
2.721815993265993e+000 2.424818273482553e+000 1.110416769383507e+000 -3.204390290839989e+000 2.235900226018637e-003 1.366563690736010e+000 -9.535974781806839e-003 -4.512144376140136e-002 1.414062818758720e-003 2.592185523898571e-001
2.725848313131313e+000 2.424851387200830e+000 1.109530362931175e+000 -3.210135569400029e+000 3.277727628920590e-004 1.365449878942337e+000 -1.047524826113175e-002 -4.541000455200976e-002 6.254596971211651e-004 2.606305927944348e-001
2.729880632996633e+000 2.424881752787291e+000 1.108620406509771e+000 -3.215893302420575e+000 -1.484018148167180e-003 1.364321325084153e+000 -1.129915304637232e-002 -4.570525796833169e-002 -1.347277189974612e-004 2.620541709824095e-001
2.733912952861953e+000 2.424908527201401e+000 1.107688126681788e+000 -3.221664457420005e+000 -3.198905507518310e-003 1.363178647756545e+000 -1.200999372461838e-002 -4.600624771475776e-002 -8.692598653375477e-004 2.634898762509152e-001
2.737945272727273e+000 2.424930836567991e+000 1.106734799257344e+000 -3.227449999879919e+000 -4.817387838323813e-003 1.362023125408212e+000 -1.261175728939070e-002 -4.631182378790219e-002 -1.581622175457751e-003 2.649375609494551e-001
2.741977592592593e+000 2.424947782032155e+000 1.105761754912488e+000 -3.233250887908950e+000 -6.341145471666980e-003 1.360856745806643e+000 -1.311023628184794e-002 -4.662060954944811e-002 -2.276030902537541e-003 2.663962832275570e-001
2.746009912457912e+000 2.424958446209669e+000 1.104770383233310e+000 -3.239068066977289e+000 -7.773127126158639e-003 1.359682231282002e+000 -1.351309601084459e-002 -4.693097575115809e-002 -2.957408332266991e-003 2.678642761677091e-001
2.750042232323232e+000 2.424961900065388e+000 1.103762134917408e+000 -3.244902464888636e+000 -9.117583766398254e-003 1.358503031205325e+000 -1.382986146130051e-002 -4.724102815770973e-002 -3.631326770020566e-003 2.693389519523365e-001
2.754074552188552e+000 2.424957210071565e+000 1.102738522074915e+000 -3.250754987099301e+000 -1.038002145721239e-002 1.357323273091165e+000 -1.407179750454146e-002 -4.754861654770271e-002 -4.303924844879350e-003 2.708169496478875e-001
2.758106872053872e+000 2.424943445540247e+000 1.101701116820670e+000 -3.256626512483881e+000 -1.156704342754725e-002 1.356147664645627e+000 -1.425165836714932e-002 -4.785137358204659e-002 -4.981804491706997e-003 2.722942338980985e-001
2.762139191919192e+000 2.424919685998966e+000 1.100651548576262e+000 -3.262517889623735e+000 -1.268605799875701e-002 1.354981342623197e+000 -1.438329234677799e-002 -4.814679064957265e-002 -5.671921094673928e-003 2.737662478918703e-001
2.766171511784512e+000 2.424885024750326e+000 1.099591504887618e+000 -3.268429942569774e+000 -1.374533016205628e-002 1.353829628923822e+000 -1.448157757934853e-002 -4.843208322744001e-002 -6.381516764737264e-003 2.752280862213758e-001
2.770203831649832e+000 2.424838590359868e+000 1.098522711118747e+000 -3.274363433265989e+000 -1.475152179243946e-002 1.352697956702525e+000 -1.455992440811146e-002 -4.870531346580648e-002 -7.117894504460241e-003 2.766748698119284e-001
2.774236151515152e+000 2.424779530884095e+000 1.097446951204312e+000 -3.280319110437061e+000 -1.571185781748848e-002 1.351591368112436e+000 -1.463230160353759e-002 -4.896413956255037e-002 -7.888579797493567e-003 2.781017901662596e-001
2.778268471380471e+000 2.424707033297370e+000 1.096366048430746e+000 -3.286297674575281e+000 -1.663166684413432e-002 1.350514425792432e+000 -1.471078113444304e-002 -4.920690931763497e-002 -8.701149629511469e-003 2.795045095948081e-001
2.782300791245791e+000 2.424620323335975e+000 1.095281865803898e+000 -3.292299784729488e+000 -1.751429468222161e-002 1.349470964822757e+000 -1.480542226140166e-002 -4.943257925409498e-002 -9.563261030378398e-003 2.808793291950856e-001
2.786333111111111e+000 2.424518667371028e+000 1.094196301943197e+000 -3.298326057464225e+000 -1.836075439436415e-002 1.348463948562159e+000 -1.492391670416532e-002 -4.964080662867584e-002 -1.048264703907512e-002 2.822233326424540e-001
2.790365430976431e+000 2.424401372919411e+000 1.093111285751064e+000 -3.304377065963625e+000 -1.916962278689586e-002 1.347495403664272e+000 -1.507148140615000e-002 -4.983197163596948e-002 -1.146709864120788e-002 2.835344518628076e-001
2.794397750841751e+000 2.424267788258559e+000 1.092028769366656e+000 -3.310453339106363e+000 -1.993720017922510e-002 1.346566435774657e+000 -1.525100383563509e-002 -5.000712499380920e-002 -1.252441892905757e-002 2.848114533287651e-001
2.798430070707071e+000 2.424117302500543e+000 1.090950717256634e+000 -3.316555356129001e+000 -2.065763591585546e-002 1.345677336125225e+000 -1.546314575566155e-002 -5.016804221388990e-002 -1.366231408401803e-002 2.860538027642131e-001
2.802462390572391e+000 2.423949342414356e+000 1.089879103228405e+000 -3.322683560995089e+000 -2.132454317264371e-002 1.344827639084781e+000 -1.570785978785183e-002 -5.031638136268436e-002 -1.488839502267229e-002 2.872617358146349e-001
2.806494710437710e+000 2.423763377527278e+000 1.088815887104915e+000 -3.328838335656268e+000 -2.193010963561315e-002 1.344016405240230e+000 -1.598348221921864e-002 -5.045447865800350e-002 -1.620986452386619e-002 2.884357932637516e-001
2.810527030303030e+000 2.423558918807626e+000 1.087763009758691e+000 -3.335020011329096e+000 -2.246678734112564e-002 1.343242311400971e+000 -1.628829000631467e-002 -5.058450604542164e-002 -1.763347163512405e-002 2.895768537129513e-001
2.814559350168350e+000 2.423335521990826e+000 1.086722378932533e+000 -3.341228858837754e+000 -2.292765513594389e-002 1.342503822923743e+000 -1.662076668353354e-002 -5.070845103873987e-002 -1.916532072083516e-002 2.906859305566733e-001
2.818591670033670e+000 2.423092790681273e+000 1.085695857642859e+000 -3.347465081245316e+000 -2.330691068857316e-002 1.341799322979162e+000 -1.697998842202854e-002 -5.082797495236971e-002 -2.081071679356323e-002 2.917640395776564e-001
2.822623989898990e+000 2.422830379658552e+000 1.084685253761825e+000 -3.353728805128456e+000 -2.360021533751646e-002 1.341127217819493e+000 -1.736587001148674e-002 -5.094431569659697e-002 -2.257402812466797e-002 2.928120885757713e-001
2.826656309764310e+000 2.422547998112563e+000 1.083692311070135e+000 -3.360020070786534e+000 -2.380489141210434e-002 1.340486024071107e+000 -1.777927576465396e-002 -5.105823624589139e-002 -2.445857119039967e-002 2.938307838773375e-001
2.830688629629630e+000 2.422245412574363e+000 1.082718701939864e+000 -3.366338821694682e+000 -2.391998609457451e-002 1.339874447227016e+000 -1.822201307854781e-002 -5.117001538350285e-002 -2.646652030760131e-002 2.948205458419448e-001
2.834720949494949e+000 2.421922449377537e+000 1.081766021721078e+000 -3.372684893446809e+000 -2.394621963420666e-002 1.339291460789993e+000 -1.869672916826841e-002 -5.127947529460389e-002 -2.859884287288367e-002 2.957814254757847e-001
2.838753269360269e+000 2.421578996582344e+000 1.080835786211179e+000 -3.379058005338575e+000 -2.388597549400418e-002 1.338736389490895e+000 -1.920685684863326e-002 -5.138591943777816e-002 -3.085526346512064e-002 2.967130491299866e-001
2.842785589225589e+000 2.421215004909823e+000 1.079929424415384e+000 -3.385457737423526e+000 -2.374253720641783e-002 1.338209018725682e+000 -1.975588973297594e-002 -5.148868460404414e-002 -3.323423107425837e-002 2.976143995927136e-001
2.846817909090909e+000 2.420830488157376e+000 1.079048286075351e+000 -3.391883536399508e+000 -2.352062331642019e-002 1.337709674714508e+000 -2.034784628672103e-002 -5.158654918327144e-002 -3.573294308444431e-002 2.984839083278495e-001
2.850850228956229e+000 2.420425522018963e+000 1.078193638610480e+000 -3.398334694085456e+000 -2.322557869145924e-002 1.337239335827061e+000 -2.098652643516360e-002 -5.167828867179337e-002 -3.834734529591521e-002 2.993192500493401e-001
2.854882548821549e+000 2.420000242001949e+000 1.077366672447528e+000 -3.404810340939203e+000 -2.286322367301046e-002 1.336799710862987e+000 -2.167537645052042e-002 -5.176267169525971e-002 -4.107216468241760e-002 3.001173077942592e-001
2.858914868686869e+000 2.419554840400161e+000 1.076568507380423e+000 -3.411309438600508e+000 -2.243959959989880e-002 1.336393291108331e+000 -2.241727126921824e-002 -5.183855855987598e-002 -4.390095175494485e-002 3.008741419490556e-001
2.862947188552189e+000 2.419089562721795e+000 1.075800201189851e+000 -3.417830774714592e+000 -2.196076274069917e-002 1.336023358357546e+000 -2.321435260698577e-002 -5.190498411304030e-002 -4.682613721743254e-002 3.015850058013784e-001
2.866979508417508e+000 2.418604704061182e+000 1.075062760351389e+000 -3.424372960405944e+000 -2.143264876856281e-002 1.335693937407863e+000 -2.406794295797150e-002 -5.196121653059045e-002 -4.983910331650091e-002 3.022444177625062e-001
2.871011828282828e+000 2.418100605984245e+000 1.074357152413433e+000 -3.430934430604258e+000 -2.086101776889986e-002 1.335409686234793e+000 -2.497854408649861e-002 -5.200678711813928e-002 -5.293027074328963e-002 3.028462955660858e-001
2.875044148148148e+000 2.417577654601636e+000 1.073684318231758e+000 -3.437513445464179e+000 -2.025137176542193e-002 1.335175722852509e+000 -2.594581703354006e-002 -5.204159265136300e-002 -5.608919102244080e-002 3.033841319657460e-001
