---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.UpdData = 4
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.FileName = "..\Input\SampleBVH-output-euler-rightlegtd.txt"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.NumberFormat.Width = 23
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%23.15e"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Values = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Format = 0
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.SepSpaceAutoOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.ShortenNamesOnOff = Off
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.Header.ColumnIDString = "col"
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.ConstSectionSaveOptionsOnOff = On
Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.MotionOptimization.JointAngleOutputs.OutputFile3.SubTalarEversion
2.604878717171717e+000 6.399811061591258e-002 9.435366809973367e-005 -1.123638915343240e-001 1.644261474741783e-001 -6.492953112066306e-002 1.920517146994374e-001
2.608911037037037e+000 5.543423681466152e-002 1.409854027221824e-003 -1.080046820980769e-001 1.583327881600099e-001 -6.069148524618984e-002 1.842950790054719e-001
2.612943356902357e+000 4.688765275624459e-002 2.695459440037240e-003 -1.035681871539542e-001 1.522346715412193e-001 -5.640703181405864e-002 1.762999674030427e-001
2.616975676767677e+000 3.836176217453002e-002 3.948668440681757e-003 -9.907402732325785e-002 1.461438343878181e-001 -5.208556113663088e-002 1.680936648268053e-001
2.621007996632997e+000 2.985981681966353e-002 5.167302956083253e-003 -9.454223647537263e-002 1.400717701307955e-001 -4.773653581104712e-002 1.597050571980480e-001
2.625040316498317e+000 2.138491185999316e-002 6.349486618037359e-003 -8.999308728210670e-002 1.340294271719895e-001 -4.336939118055229e-002 1.511644031270660e-001
2.629072636363636e+000 1.293998259104006e-002 7.493622831154623e-003 -8.544690463468023e-002 1.280272164966248e-001 -3.899343007115886e-002 1.425030582071683e-001
2.633104956228956e+000 4.527803090325205e-003 8.598375284835758e-003 -8.092386668552272e-002 1.220750281368716e-001 -3.461772265257163e-002 1.337531668454964e-001
2.637137276094276e+000 -3.849012640630832e-003 9.662652978617903e-003 -7.644379331678534e-002 1.161822560683356e-001 -3.025101867006958e-002 1.249473357177764e-001
2.641169595959596e+000 -1.218800701177884e-002 1.068559885823728e-002 -7.202592582043425e-002 1.103578309547241e-001 -2.590167227850079e-002 1.161182966394054e-001
2.645201915824916e+000 -2.048687306962829e-002 1.166657906559077e-002 -6.768870588693011e-002 1.046102598098978e-001 -2.157757550624075e-002 1.072985607187005e-001
2.649234235690236e+000 -2.874344689670406e-002 1.260517004915118e-002 -6.344956361206790e-002 9.894767163805353e-002 -1.728609651202596e-002 9.852006390374431e-002
2.653266555555556e+000 -3.695569791448217e-002 1.350114286767457e-002 -5.932472138520888e-002 9.337786855938889e-002 -1.303402283615281e-002 8.981381222573893e-002
2.657298875420875e+000 -4.512171636366927e-002 1.435444618212722e-002 -5.532901638021678e-002 8.790838217830851e-002 -8.827514210744849e-003 8.120954592954648e-002
2.661331195286195e+000 -5.323969740551261e-002 1.516518965654212e-002 -5.147574576014218e-002 8.254653443988727e-002 -4.672068305704474e-003 7.273543679021093e-002
2.665363515151515e+000 -6.130792198564407e-002 1.593362851482594e-002 -4.777654380461028e-002 7.729950143310868e-002 -5.724979519397759e-004 6.441781684732503e-002
2.669395835016835e+000 -6.932473499864136e-002 1.666014997080589e-002 -4.424129910011576e-002 7.217437839012751e-002 3.467082256144823e-003 5.628093515097854e-002
2.673428154882155e+000 -7.728852110882736e-002 1.734526298679429e-002 -4.087811209065691e-002 6.717824434952555e-002 7.443258421861784e-003 4.834675350494824e-002
2.677460474747475e+000 -8.519767846525085e-002 1.798959310312953e-002 -3.769328789891973e-002 6.231822491667768e-002 1.135330596955444e-002 4.063479850713420e-002
2.681492794612795e+000 -9.305059061897843e-002 1.859388389441974e-002 -3.469135957520490e-002 5.760155146838444e-002 1.519516390629219e-002 3.316207824711721e-002
2.685525114478114e+000 -1.008455966070583e-001 1.915900604185139e-002 -3.187513892434179e-002 5.303561556392246e-002 1.896739610629064e-002 2.594306288250212e-002
2.689557434343434e+000 -1.085809587225985e-001 1.968597408512962e-002 -2.924579359265523e-002 4.862801776312747e-002 2.266914092486330e-002 1.898972617678922e-002
2.693589754208754e+000 -1.162548278817254e-001 2.017597041385533e-002 -2.680294949930555e-002 4.438660987211605e-002 2.630005040097975e-002 1.231164385714154e-002
2.697622074074074e+000 -1.238652072388997e-001 2.063037616980190e-002 -2.454481654072708e-002 4.031952955270699e-002 2.986022154820043e-002 5.916141686843284e-003
2.701654393939394e+000 -1.314099147732621e-001 2.105080846908103e-002 -2.246833395631987e-002 3.643522697766118e-002 3.335012370054624e-002 -1.915143860194912e-004
2.705686713804714e+000 -1.388865454099793e-001 2.143916251068956e-002 -2.056933101143012e-002 3.274248387859732e-002 3.677052563813894e-002 -6.007890379810380e-003
2.709719033670034e+000 -1.462924333371382e-001 2.179765664202527e-002 -1.884269877519246e-002 2.925042508310629e-002 4.012242347248672e-002 -1.153112015016981e-002
2.713751353535354e+000 -1.536246149892852e-001 2.212887855887424e-002 -1.728256922717291e-002 2.596852234124573e-002 4.340696697800170e-002 -1.676060642546415e-002
2.717783673400673e+000 -1.608797927409795e-001 2.243583077145184e-002 -1.588249882965416e-002 2.290659065576925e-002 4.662538103956594e-002 -2.169669039487503e-002
2.721815993265993e+000 -1.680542993683687e-001 2.272197280872934e-002 -1.463565580730245e-002 2.007477776338988e-002 4.977888025378047e-002 -2.634029528264185e-002
2.725848313131313e+000 -1.751440637176613e-001 2.299125660624579e-002 -1.353501200777348e-002 1.748354736047776e-002 5.286857618686942e-002 -3.069254868991416e-002
2.729880632996633e+000 -1.821445780967103e-001 2.324815045714845e-002 -1.257353889330353e-002 1.514365668828955e-002 5.589537635742568e-002 -3.475438341618857e-002
2.733912952861953e+000 -1.890508677125122e-001 2.349764621264905e-002 -1.174440665839328e-002 1.306612936970358e-002 5.885987256152667e-002 -3.852611405572376e-002
2.737945272727273e+000 -1.958574630706925e-001 2.374524464357242e-002 -1.104119135131105e-002 1.126222429182921e-002 6.176221698280135e-002 -4.200699440063205e-002
2.741977592592593e+000 -2.025583778761592e-001 2.399691511024882e-002 -1.045810236256118e-002 9.743400996703669e-003 6.460198719016864e-002 -4.519476840135182e-002
2.746009912457912e+000 -2.091470964602325e-001 2.425902772862854e-002 -9.990242432860440e-003 8.521282233758110e-003 6.737804141944746e-002 -4.808522180208170e-002
2.750042232323232e+000 -2.156165755258890e-001 2.453825942606436e-002 -9.633907246188532e-003 7.607615074973184e-003 7.008836398792315e-002 -5.067173173416147e-002
2.754074552188552e+000 -2.219592655552205e-001 2.484147971706485e-002 -9.386929893729946e-003 7.014232216899884e-003 7.272990073189674e-002 -5.294481211320388e-002
2.758106872053872e+000 -2.281671573456153e-001 2.517562668827922e-002 -9.249075818762838e-003 6.753014422047113e-003 7.529838594785573e-002 -5.489166019904338e-002
2.762139191919192e+000 -2.342318577900470e-001 2.554758703249038e-002 -9.222490170081778e-003 6.835854373793329e-003 7.778816385767112e-002 -5.649571492916299e-002
2.766171511784512e+000 -2.401444489206731e-001 2.596425824483428e-002 -9.309835761821511e-003 7.274917229462985e-003 8.019316024791037e-002 -5.774074868817052e-002
2.770203831649832e+000 -2.458965963617583e-001 2.643182019265478e-002 -9.524211095178897e-003 8.081428955172188e-003 8.250210442599640e-002 -5.859248596367275e-002
2.774236151515152e+000 -2.514792444170579e-001 2.695668817034602e-002 -9.875617328429818e-003 9.267411874977835e-003 8.470525566898408e-002 -5.902521765186291e-002
2.778268471380471e+000 -2.568837184396876e-001 2.754484860880280e-002 -1.038077504285790e-002 1.084448265497611e-002 8.678966842279538e-002 -5.900366559432860e-002
2.782300791245791e+000 -2.621016125402565e-001 2.820203717900172e-002 -1.106120695862064e-002 1.282412106065506e-002 8.874020342240256e-002 -5.848729314240166e-002
2.786333111111111e+000 -2.671248742646334e-001 2.893374767203683e-002 -1.194352977932801e-002 1.521765237427648e-002 9.053941874612469e-002 -5.743028361651991e-002
2.790365430976431e+000 -2.719458359624256e-001 2.974521350160364e-002 -1.305960241555374e-002 1.803623928436349e-002 9.216748494103313e-002 -5.578166751008289e-002
2.794397750841751e+000 -2.765571886021384e-001 3.064134367746241e-002 -1.444650928079732e-002 2.129088647111282e-002 9.360212616502270e-002 -5.348563071521303e-002
2.798430070707071e+000 -2.809519826342171e-001 3.162657449034878e-002 -1.614651198723864e-002 2.499242595113046e-002 9.481842929077036e-002 -5.048147389990254e-002
2.802462390572391e+000 -2.851231970389821e-001 3.270482297872013e-002 -1.820601395776549e-002 2.915169863686847e-002 9.578951475160302e-002 -4.670674822107993e-002
2.806494710437710e+000 -2.890640642043147e-001 3.387907187550865e-002 -2.067597436296847e-002 3.377939063515735e-002 9.648556352473883e-002 -4.209473629927367e-002
2.810527030303030e+000 -2.927676129164846e-001 3.515125837928501e-002 -2.361034341954640e-002 3.888625710892437e-002 9.687461643125758e-002 -3.657839530553549e-002
2.814559350168350e+000 -2.962266084051866e-001 3.652198168036547e-002 -2.706513073387185e-002 4.448316976573739e-002 9.692256527871225e-002 -3.009160045421799e-002
2.818591670033670e+000 -2.994334432757055e-001 3.799025839476355e-002 -3.109696615400413e-002 5.058120819110685e-002 9.659340982543396e-002 -2.257148539339277e-002
2.822623989898990e+000 -3.023800676489579e-001 3.955330971478754e-002 -3.576130127923028e-002 5.719174611038407e-002 9.584962990425607e-002 -1.396127323596204e-002
2.826656309764310e+000 -3.050579664123867e-001 4.120639560321759e-002 -4.111023505690049e-002 6.432651840467397e-002 9.465270152627170e-002 -4.213578409178571e-003
2.830688629629630e+000 -3.074581888153666e-001 4.294270861914407e-002 -4.718998002908439e-002 7.199765232352338e-002 9.296378132419313e-002 6.705905819051905e-003
2.834720949494949e+000 -3.095714333961764e-001 4.475333871747966e-002 -5.403802338909983e-002 8.021764576901511e-002 9.074457532493981e-002 1.881448355586657e-002
2.838753269360269e+000 -3.113881541186062e-001 4.662730267975057e-002 -6.168002811071085e-002 8.899928147256925e-002 8.795839987206623e-002 3.210844977575274e-002
2.842785589225589e+000 -3.128988849182477e-001 4.855174181568556e-002 -7.012698359717215e-002 9.835542907244733e-002 8.457139467365192e-002 4.655964518921137e-002
2.846817909090909e+000 -3.140942725218041e-001 5.051205458795272e-002 -7.937198183902532e-002 1.082988063274867e-001 8.055391204269910e-002 6.211202086171981e-002
2.850850228956229e+000 -3.149654598257218e-001 5.249227391231459e-002 -8.938802303435289e-002 1.188415840103866e-001 7.588190418468688e-002 7.867982012898760e-002
2.854882548821549e+000 -3.155043082486065e-001 5.447545487778460e-002 -1.001263176844382e-001 1.299949231275435e-001 7.053826404801858e-002 9.614686383150133e-002
2.858914868686869e+000 -3.157036262480990e-001 5.644414940204667e-002 -1.115157077701840e-001 1.417684266660473e-001 6.451393204500105e-002 1.143676399702796e-001
2.862947188552189e+000 -3.155573434568286e-001 5.838093163352887e-002 -1.234633816384168e-001 1.541695388610877e-001 5.780860787119031e-002 1.331703334368467e-001
2.866979508417508e+000 -3.150606043805964e-001 6.026894407372452e-002 -1.358570028774136e-001 1.672029299352249e-001 5.043091441976354e-002 1.523617972263641e-001
2.871011828282828e+000 -3.142097653182580e-001 6.209242929427505e-002 -1.485682254982993e-001 1.808699109309229e-001 4.239790575781773e-002 1.717342333643225e-001
2.875044148148148e+000 -3.130023175342737e-001 6.383721983413460e-002 -1.614573927497020e-001 1.951679227190878e-001 3.373389381531538e-002 1.910731119691558e-001
2.879076468013468e+000 -3.114366172586852e-001 6.549110842769923e-002 -1.743791491774689e-001 2.100901428815562e-001 2.446861661897568e-002 2.101657199739852e-001
2.883108787878788e+000 -3.095117924857414e-001 6.704418212558005e-002 -1.871883314551482e-001 2.256252231981314e-001 1.463500369797595e-002 2.288094874345610e-001
2.887141107744108e+000 -3.072274155716887e-001 6.848894972500608e-002 -1.997458840594255e-001 2.417571859266386e-001 4.266641688803132e-003 2.468195099831806e-001
2.891173427609428e+000 -3.045833157201772e-001 6.982036534621749e-002 -2.119241358251126e-001 2.584654587382166e-001 -6.604687945436790e-003 2.640345544553304e-001
2.895205747474748e+000 -3.015794331174560e-001 7.103571031194700e-002 -2.236111279044190e-001 2.757250328592136e-001 -1.795116866513057e-002 2.803212006750241e-001
2.899238067340067e+000 -2.982157584652600e-001 7.213435788115352e-002 -2.347137303657855e-001 2.935067140572555e-001 -2.975058140536026e-002 2.955759633981399e-001
2.903270387205387e+000 -2.944923637382925e-001 7.311744567662926e-002 -2.451594486005631e-001 3.117774351345449e-001 -4.198726788472884e-002 3.097254740831434e-001
2.907302707070707e+000 -2.904095034609726e-001 7.398748114647491e-002 -2.548969595218931e-001 3.305006019862848e-001 -5.465237210301353e-002 3.227249790762694e-001
2.911335026936027e+000 -2.859678325721540e-001 7.474793572489502e-002 -2.638955242366399e-001 3.496364564557434e-001 -6.774334672662706e-002 3.345555281590569e-001
2.915367346801347e+000 -2.811685472678412e-001 7.540279679518958e-002 -2.721434936817766e-001 3.691424389017612e-001 -8.126291127751047e-002 3.452202931304815e-001
2.919399666666667e+000 -2.760136451886368e-001 7.595618173058960e-002 -2.796461538715913e-001 3.889735571245342e-001 -9.521749269340091e-002 3.547404480723163e-001
2.923431986531987e+000 -2.705061130307704e-001 7.641197307301684e-002 -2.864231577987281e-001 4.090827602345274e-001 -1.096153987950589e-001 3.631509862950249e-001
2.927464306397306e+000 -2.646500896150847e-001 7.677351319691406e-002 -2.925057643452009e-001 4.294213267365946e-001 -1.244648496268344e-001 3.704967618618082e-001
2.931496626262626e+000 -2.584509818780700e-001 7.704336851778004e-002 -2.979340609237765e-001 4.499392733366770e-001 -1.397720155373925e-001 3.768289626783787e-001
2.935528946127946e+000 -2.519155289637399e-001 7.722317526978206e-002 -3.027543027905331e-001 4.705857894820578e-001 -1.555391810576545e-001 3.822021469381048e-001
2.939561265993266e+000 -2.450518108847151e-001 7.731357593187460e-002 -3.070164594522154e-001 4.913096999359953e-001 -1.717631196443029e-001 3.866719021396278e-001
2.943593585858586e+000 -2.378691971322094e-001 7.731425456095153e-002 -3.107720140087438e-001 5.120599561278645e-001 -1.884337204931220e-001 3.902931225176394e-001
2.947625905723906e+000 -2.303782177087339e-001 7.722404638708147e-002 -3.140720403423566e-001 5.327861426665594e-001 -2.055329222306610e-001 3.931188604053354e-001
2.951658225589226e+000 -2.225904002236650e-001 7.704114547168994e-002 -3.169655702284250e-001 5.534390181219386e-001 -2.230338410224332e-001 3.951996487447546e-001
2.955690545454545e+000 -2.145180454547662e-001 7.676331763547517e-002 -3.194982950827535e-001 5.739710514181500e-001 -2.409002120027346e-001 3.965832234184648e-001
2.959722865319865e+000 -2.061739968109695e-001 7.638814042821274e-002 -3.217115995813161e-001 5.943369673746954e-001 -2.590860440133514e-001 3.973145461104193e-001
2.963755185185185e+000 -1.975713975447207e-001 7.591323330333988e-002 -3.236419161845603e-001 6.144942800447205e-001 -2.775355355628603e-001 3.974360589615729e-001
2.967787505050505e+000 -1.887234434136890e-001 7.533646123135895e-002 -3.253203746284777e-001 6.344038007661034e-001 -2.961832564277072e-001 3.969880940102251e-001
2.971819824915825e+000 -1.796431354612682e-001 7.465609626853009e-002 -3.267727148059482e-001 6.540301038481595e-001 -3.149546062259232e-001 3.960093656062333e-001
2.975852144781145e+000 -1.703430390211493e-001 7.387093480360307e-002 -3.280194230938834e-001 6.733419299112383e-001 -3.337665598616857e-001 3.945374825524293e-001
2.979884464646465e+000 -1.608350567323784e-001 7.298037746729880e-002 -3.290760495090753e-001 6.923125040745242e-001 -3.525287037915857e-001 3.926094223930337e-001
2.983916784511785e+000 -1.511302238068119e-001 7.198447683854248e-002 -3.299536667138572e-001 7.109197444462782e-001 -3.711445569100712e-001 3.902619133440721e-001
2.987949104377104e+000 -1.412385330091869e-001 7.088395489070587e-002 -3.306594351973211e-001 7.291463377209113e-001 -3.895131541449998e-001 3.875316767051717e-001
2.991981424242424e+000 -1.311687953101911e-001 6.968019660150193e-002 -3.311972397123725e-001 7.469796650407343e-001 -4.075308488823777e-001 3.844554986869994e-001
2.996013744107744e+000 -1.209285407517978e-001 6.837523112701582e-002 -3.315683635460734e-001 7.644115717553484e-001 -4.250932684163403e-001 3.810701228597278e-001
3.000046063973064e+000 -1.105239632087704e-001 6.697170912279749e-002 -3.317721700358450e-001 7.814379859172811e-001 -4.420973451471529e-001 3.774119824904227e-001
3.004078383838384e+000 -9.995991201268413e-002 6.547287825864712e-002 -3.318067611627857e-001 7.980584001927481e-001 -4.584433478423637e-001 3.735168325022445e-001
3.008110703703704e+000 -8.923993384133641e-002 6.388255465009318e-002 -3.316695831968154e-001 8.142752404417413e-001 -4.740368407329326e-001 3.694193714403273e-001
3.012143023569024e+000 -7.836636989072543e-002 6.220508638389832e-002 -3.313579578525333e-001 8.300931520171649e-001 -4.887904889296175e-001 3.651529141751607e-001
3.016175343434343e+000 -6.734051127359582e-002 6.044530747040788e-002 -3.308695308413935e-001 8.455182415656067e-001 -5.026256125784661e-001 3.607491057309463e-001
3.020207663299663e+000 -5.616280825820990e-002 5.860848632783600e-002 -3.302026356535386e-001 8.605573167784755e-001 -5.154733930309523e-001 3.562376411990234e-001
3.024239983164983e+000 -4.483312189091333e-002 5.670027778162012e-002 -3.293565694375393e-001 8.752171671159936e-001 -5.272756600188867e-001 3.516459886476275e-001
3.028272303030303e+000 -3.335100316749108e-002 5.472668684733661e-002 -3.283317792846396e-001 8.895039226497744e-001 -5.379852296290772e-001 3.469991401916226e-001
3.032304622895623e+000 -2.171597273139102e-002 5.269404312425463e-002 -3.271299602760346e-001 9.034225138469342e-001 -5.475658225578556e-001 3.423194302280070e-001
3.036336942760943e+000 -9.927859537897111e-003 5.060899441254274e-002 -3.257540873870336e-001 9.169762526708126e-001 -5.559915544122156e-001 3.376263630652147e-001
3.040369262626263e+000 2.012991476188461e-003 4.847847387708404e-002 -3.242083586112634e-001 9.301665074253644e-001 -5.632462511441831e-001 3.329366523323689e-001
3.044401582491583e+000 1.410541470955750e-002 4.630968793609291e-002 -3.224981053489552e-001 9.429925014170292e-001 -5.693224502188187e-001 3.282642400622819e-001
3.048433902356902e+000 2.634720736949471e-002 4.411008646348513e-002 -3.206296557916741e-001 9.554511996493879e-001 -5.742203265918536e-001 3.236204603747591e-001
3.052466222222222e+000 3.873493534142897e-002 4.188733085836183e-002 -3.186101783884611e-001 9.675372811135956e-001 -5.779465520761573e-001 3.190142645381336e-001
